Count,Time,Count,LocatorTime
2516,3205029,2516,3198124
2517,4349880,2517,4343168
2518,4095024,2518,4087357
2519,3444166,2519,3437051
2520,3181309,2520,3174202
2521,3526545,2521,3519072
2522,3497491,2522,3490402
2523,5135361,2523,5129228
2524,3485128,2524,3478421
2525,3392703,2525,3385300
2526,3706298,2526,3697942
2527,3520746,2527,3514545
2528,4786471,2528,4779665
2529,3996333,2529,3988617
2530,3827859,2530,3820331
2531,3350743,2531,3343472
2532,3444257,2532,3438185
2533,4348900,2533,4342191
2534,3695516,2534,3687066
2535,3149540,2535,3142578
2536,3538171,2536,3531281
2537,3693422,2537,3686362
2538,3460996,2538,3454208
2539,2767227,2539,2760153
2540,3700236,2540,3691766
2541,4147688,2541,4139207
2542,3657621,2542,3649988
2543,3380152,2543,3373534
2544,4111008,2544,4103957
2545,4933592,2545,4924036
2546,3429801,2546,3422928
2547,3576026,2547,3567905
2548,3623147,2548,3616427
2549,3910047,2549,3901875
2550,3652804,2550,3645703
2551,3616829,2551,3609031
2552,3723369,2552,3716151
2553,3362303,2553,3354487
2554,3958953,2554,3952729
2555,3793336,2555,3785018
2556,4128422,2556,4121498
2557,3212806,2557,3206201
2558,3344085,2558,3337425
2559,4129596,2559,4122698
2560,4024277,2560,3984424
2561,4519422,2561,4512734
2562,2758875,2562,2751213
2563,4701238,2563,4694278
2564,3807033,2564,3799960
2565,3038950,2565,3032311
2566,3514259,2566,3506841
2567,3631014,2567,3624363
2568,3761751,2568,3754162
2569,2955380,2569,2948738
2570,4161406,2570,4154321
2571,3224134,2571,3216650
2572,4527482,2572,4520765
2573,3280335,2573,3273170
2574,2908682,2574,2901741
2575,3354985,2575,3348165
2576,3559928,2576,3548184
2577,2930026,2577,2922306
2578,5205212,2578,5198585
2579,3911865,2579,3904472
2580,4799310,2580,4792500
2581,4185056,2581,4177847
2582,3770477,2582,3763906
2583,4519684,2583,4511956
2584,5823166,2584,5815707
2585,3679286,2585,3671804
2586,4110935,2586,4103394
2587,3620119,2587,3613210
2588,4230168,2588,4223116
2589,3879662,2589,3871774
2590,3345377,2590,3338827
2591,3462045,2591,3455052
2592,3516486,2592,3509401
2593,3485756,2593,3478416
2594,3430486,2594,3424417
2595,3443531,2595,3437277
2596,4314412,2596,4306374
2597,3574936,2597,3568052
2598,4238003,2598,4231372
2599,4323062,2599,4315075
2600,2938445,2600,2931468
2601,3484152,2601,3476560
2602,3857590,2602,3850466
2603,4177552,2603,4170490
2604,3065500,2604,3058467
2605,3855441,2605,3848283
2606,3406605,2606,3399754
2607,3441741,2607,3435470
2608,3674574,2608,3666398
2609,3649080,2609,3640295
2610,3153041,2610,3146694
2611,3864717,2611,3858445
2612,3518738,2612,3510778
2613,3622553,2613,3615719
2614,5906550,2614,5899263
2615,3508698,2615,3502213
2616,3739920,2616,3732640
2617,2893675,2617,2887109
2618,3497517,2618,3490320
2619,3409536,2619,3403044
2620,4529012,2620,4521835
2621,3315170,2621,3308037
2622,4069336,2622,4063059
2623,3510570,2623,3502975
2624,3898763,2624,3892018
2625,3494432,2625,3488058
2626,3733868,2626,3726262
2627,4491492,2627,4485311
2628,3219587,2628,3212439
2629,4951720,2629,4944675
2630,5086432,2630,5079312
2631,4306620,2631,4298970
2632,5717661,2632,5709799
2633,4168298,2633,4160651
2634,4268348,2634,4260299
2635,4130132,2635,4122187
2636,3989617,2636,3982327
2637,4455443,2637,4448157
2638,3362340,2638,3355315
2639,3488639,2639,3481739
2640,3774401,2640,3768012
2641,3106237,2641,3099549
2642,3424703,2642,3416973
2643,3813200,2643,3805131
2644,3472311,2644,3465125
2645,4033816,2645,4026017
2646,3235091,2646,3227964
2647,4674436,2647,4668115
2648,3503406,2648,3496347
2649,3687931,2649,3681706
2650,4026938,2650,4012697
2651,3922818,2651,3915968
2652,3942544,2652,3929681
2653,3505685,2653,3498728
2654,3689236,2654,3682368
2655,3331524,2655,3318411
2656,4266042,2656,4258527
2657,4299292,2657,4291643
2658,3201918,2658,3195185
2659,3186733,2659,3180388
2660,3935377,2660,3927498
2661,4238758,2661,4231986
2662,3433214,2662,3426264
2663,3353829,2663,3347441
2664,4594434,2664,4587405
2665,3580182,2665,3573594
2666,2768443,2666,2761540
2667,3351646,2667,3345613
2668,2958380,2668,2951090
2669,3653860,2669,3646302
2670,3069343,2670,3061807
2671,6208205,2671,6201017
2672,5032432,2672,5023820
2673,6264490,2673,6255436
2674,3791511,2674,3783547
2675,3349537,2675,3342504
2676,4452864,2676,4446208
2677,3194854,2677,3187744
2678,3379737,2678,3372351
2679,3215163,2679,3208439
2680,3092889,2680,3085458
2681,3589483,2681,3581672
2682,3746851,2682,3739823
2683,2910542,2683,2903456
2684,3067776,2684,3061372
2685,5476785,2685,5470221
2686,4326458,2686,4318953
2687,3756124,2687,3748347
2688,4128102,2688,4121828
2689,3762304,2689,3752770
2690,3187997,2690,3180767
2691,3767321,2691,3760989
2692,2986613,2692,2979600
2693,3604427,2693,3598316
2694,3425255,2694,3418370
2695,3321488,2695,3314475
2696,3681836,2696,3674260
2697,3497182,2697,3490301
2698,3789743,2698,3783168
2699,3032750,2699,3025297
2700,3205872,2700,3199375
2701,3357893,2701,3351509
2702,4604858,2702,4598557
2703,4713108,2703,4705390
2704,4562561,2704,4554613
2705,4041754,2705,4034573
2706,5797812,2706,5789826
2707,3131842,2707,3123660
2708,4545240,2708,4538781
2709,4100410,2709,4091901
2710,4361537,2710,4355122
2711,3392347,2711,3384858
2712,3770897,2712,3764491
2713,4044877,2713,4037670
2714,3400425,2714,3392601
2715,3831936,2715,3824616
2716,3571107,2716,3563247
2717,3953146,2717,3945576
2718,3738087,2718,3731007
2719,3635788,2719,3629058
2720,2800603,2720,2793734
2721,4444383,2721,4435570
2722,4545556,2722,4538416
2723,3630254,2723,3621912
2724,3544446,2724,3537380
2725,3916656,2725,3906651
2726,3385352,2726,3378281
2727,4166959,2727,4125650
2728,3928890,2728,3922028
2729,4022428,2729,4015589
2730,3333144,2730,3325450
2731,2883991,2731,2876384
2732,3346479,2732,3339945
2733,3603911,2733,3597376
2734,2880711,2734,2873768
2735,3317406,2735,3310503
2736,4266095,2736,4259518
2737,3769280,2737,3762531
2738,3187018,2738,3181031
2739,2860031,2739,2854311
2740,5195732,2740,5189838
2741,3499623,2741,3493428
2742,5385749,2742,5379457
2743,5207906,2743,5200621
2744,4938130,2744,4929972
2745,3718031,2745,3710719
2746,3845888,2746,3838275
2747,3498759,2747,3491423
2748,3845472,2748,3838980
2749,4051128,2749,4043995
2750,3379293,2750,3372158
2751,3445692,2751,3438527
2752,3900612,2752,3893818
2753,4347878,2753,4339446
2754,3739589,2754,3733039
2755,3297205,2755,3290784
2756,3189173,2756,3182444
2757,3716945,2757,3710312
2758,2777920,2758,2770537
2759,3743640,2759,3735779
2760,3818537,2760,3811564
2761,3053600,2761,3046168
2762,4032996,2762,4025047
2763,4198706,2763,4191347
2764,3501105,2764,3494545
2765,3097320,2765,3089948
2766,4105081,2766,4097917
2767,3209013,2767,3201816
2768,3671988,2768,3665837
2769,4000197,2769,3992876
2770,4929200,2770,4922244
2771,3892860,2771,3885835
2772,3572017,2772,3564721
2773,6481291,2773,6474413
2774,4204473,2774,4196574
2775,3523302,2775,3515468
2776,3259373,2776,3247993
2777,4153094,2777,4146290
2778,4438850,2778,4431344
2779,2935378,2779,2928497
2780,3703734,2780,3697517
2781,3366398,2781,3358605
2782,2838281,2782,2831990
2783,5418739,2783,5412341
2784,4696956,2784,4689018
2785,3690307,2785,3682866
2786,3165170,2786,3157149
2787,3788446,2787,3782004
2788,3243103,2788,3235771
2789,3366520,2789,3358723
2790,4260480,2790,4252955
2791,3775812,2791,3768921
2792,5492458,2792,5484859
2793,3432836,2793,3425302
2794,3839957,2794,3832858
2795,3236092,2795,3228263
2796,3317326,2796,3310748
2797,3497897,2797,3490120
2798,3846728,2798,3839619
2799,4128791,2799,4121886
2800,3047385,2800,3040937
2801,3718171,2801,3711343
2802,3193837,2802,3186824
2803,4117499,2803,4110446
2804,3254805,2804,3248309
2805,3813072,2805,3806966
2806,3576399,2806,3569078
2807,3551508,2807,3545379
2808,2138107,2808,2132231
2809,3463931,2809,3457653
2810,3448351,2810,3441671
2811,3499794,2811,3493279
2812,3284704,2812,3276803
2813,3832815,2813,3826611
2814,2680983,2814,2674211
2815,3070616,2815,3063258
2816,2934205,2816,2927982
2817,5337857,2817,5331995
2818,3804295,2818,3796893
2819,3853754,2819,3847048
2820,2913882,2820,2906600
2821,3721200,2821,3714809
2822,3135024,2822,3128538
2823,2947784,2823,2941104
2824,3381865,2824,3375178
2825,3952861,2825,3946078
2826,5052173,2826,5045628
2827,4033793,2827,4026934
2828,3136286,2828,3129455
2829,2913641,2829,2906170
2830,3194151,2830,3187662
2831,3388371,2831,3380585
2832,3347922,2832,3340567
2833,3785117,2833,3778359
2834,3312361,2834,3305209
2835,4226552,2835,4219120
2836,3935210,2836,3928685
2837,3805302,2837,3796555
2838,3502251,2838,3495604
2839,4023435,2839,4016319
2840,3209721,2840,3202646
2841,4300104,2841,4293787
2842,3864753,2842,3857400
2843,3365464,2843,3358778
2844,4109038,2844,4101730
2845,3621953,2845,3615782
2846,3694343,2846,3686964
2847,4166839,2847,4158967
2848,2617760,2848,2611082
2849,4692598,2849,4655444
2850,4029615,2850,4021860
2851,3905000,2851,3897096
2852,4293520,2852,4286420
2853,4842691,2853,4835598
2854,3942068,2854,3935429
2855,4156705,2855,4149887
2856,3586041,2856,3578402
2857,3773487,2857,3766593
2858,4094799,2858,4086795
2859,3332485,2859,3325644
2860,4574885,2860,4568311
2861,3488037,2861,3481244
2862,3855327,2862,3848891
2863,3527234,2863,3520424
2864,4427714,2864,4420741
2865,3125065,2865,3117283
2866,3992996,2866,3985264
2867,4006182,2867,3998407
2868,4294175,2868,4287214
2869,4634096,2869,4627034
2870,4057771,2870,4050229
2871,4469354,2871,4456959
2872,5507505,2872,5495453
2873,3232663,2873,3225266
2874,3129555,2874,3122002
2875,2781721,2875,2775055
2876,2851349,2876,2845130
2877,3580917,2877,3574302
2878,4006978,2878,3998827
2879,3848924,2879,3840566
2880,3353747,2880,3346872
2881,4605923,2881,4599587
2882,3945525,2882,3938295
2883,3625299,2883,3618166
2884,3521588,2884,3513594
2885,5448949,2885,5442265
2886,3179151,2886,3172555
2887,4097162,2887,4090677
2888,4318978,2888,4304768
2889,3630227,2889,3622952
2890,4977200,2890,4969905
2891,4294457,2891,4286585
2892,4854497,2892,4818862
2893,4517624,2893,4510761
2894,2909138,2894,2902286
2895,3456438,2895,3449069
2896,3803906,2896,3797393
2897,3566962,2897,3559876
2898,3647430,2898,3640695
2899,3745814,2899,3739266
2900,3797428,2900,3790725
2901,2830610,2901,2824453
2902,3706706,2902,3701251
2903,3278597,2903,3273015
2904,3765551,2904,3758856
2905,3099135,2905,3093762
2906,3726773,2906,3719680
2907,3409782,2907,3382511
2908,3869360,2908,3862271
2909,4160205,2909,4152477
2910,3494710,2910,3487811
2911,3032869,2911,3026024
2912,2915315,2912,2907721
2913,3516652,2913,3509995
2914,3666665,2914,3659487
2915,4666175,2915,4659716
2916,3205685,2916,3198254
2917,3619062,2917,3612460
2918,3475953,2918,3468817
2919,3180880,2919,3173203
2920,3678967,2920,3671217
2921,4152967,2921,4146483
2922,2823258,2922,2816015
2923,4396706,2923,4389118
2924,5309243,2924,5301238
2925,3107474,2925,3099604
2926,5244473,2926,5236424
2927,4104086,2927,4096756
2928,5554540,2928,5547318
2929,3360352,2929,3353043
2930,5018001,2930,5011497
2931,3906623,2931,3898597
2932,4234835,2932,4226980
2933,3410885,2933,3403730
2934,4059433,2934,4052625
2935,3920485,2935,3913701
2936,3766106,2936,3759333
2937,3873016,2937,3866403
2938,3344623,2938,3337709
2939,3530499,2939,3523294
2940,3182052,2940,3175226
2941,3812162,2941,3804375
2942,4749699,2942,4743193
2943,3579530,2943,3572274
2944,4830297,2944,4823351
2945,3204084,2945,3196273
2946,4284039,2946,4276244
2947,3645495,2947,3638606
2948,3068170,2948,3061070
2949,3215311,2949,3207831
2950,3772660,2950,3765693
2951,2888705,2951,2882215
2952,3949306,2952,3942304
2953,3746345,2953,3739550
2954,2771669,2954,2765571
2955,2936106,2955,2929083
2956,3238155,2956,3232311
2957,2650183,2957,2643668
2958,3225460,2958,3220197
2959,5955058,2959,5949542
2960,4098343,2960,4091655
2961,3965677,2961,3958364
2962,3349482,2962,3341655
2963,3198544,2963,3192204
2964,5556099,2964,5548722
2965,3631980,2965,3624760
2966,4071899,2966,4065059
2967,3346931,2967,3339914
2968,3245799,2968,3239274
2969,3649939,2969,3641874
2970,3802392,2970,3796033
2971,3360698,2971,3353369
2972,2759935,2972,2753554
2973,3738668,2973,3732309
2974,4133714,2974,4126196
2975,3793475,2975,3786646
2976,3472506,2976,3465805
2977,3864951,2977,3859046
2978,4464620,2978,4458125
2979,4284345,2979,4276796
2980,3718013,2980,3710254
2981,3127428,2981,3119448
2982,3879741,2982,3873547
2983,3656547,2983,3649676
2984,3650687,2984,3642970
2985,2810877,2985,2803797
2986,4315458,2986,4308179
2987,3468191,2987,3461100
2988,4182578,2988,4175919
2989,3214842,2989,3207979
2990,4468325,2990,4461510
2991,3953254,2991,3945489
2992,3686102,2992,3679524
2993,4241403,2993,4234270
2994,4193726,2994,4186250
2995,3169369,2995,3162423
2996,4015071,2996,4007746
2997,5214865,2997,5207659
2998,4125735,2998,4117892
2999,6045215,2999,6037750
3000,5628114,3000,5619722
3001,3867883,3001,3860332
3002,3414885,3002,3407785
3003,3271825,3003,3265263
3004,4098397,3004,4091108
3005,3956765,3005,3949542
3006,2422140,3006,2415580
3007,4626309,3007,4615616
3008,4144584,3008,4137087
3009,3931959,3009,3924277
3010,4037592,3010,4029429
3011,3836363,3011,3828776
3012,5685742,3012,5678219
3013,3249441,3013,3241681
3014,3972328,3014,3964973
3015,5425482,3015,5414107
3016,4404308,3016,4393106
3017,3183007,3017,3174432
3018,2914678,3018,2908136
3019,4758424,3019,4710349
3020,4461528,3020,4378924
3021,2725574,3021,2718045
3022,4753566,3022,4708932
3023,3528515,3023,3521363
3024,3040604,3024,3033892
3025,4321712,3025,4312309
3026,5533093,3026,5525497
3027,3634264,3027,3627869
3028,4233396,3028,4226390
3029,3331746,3029,3324711
3030,3458145,3030,3450060
3031,3580527,3031,3574007
3032,3759890,3032,3752987
3033,5109211,3033,5100655
3034,6171763,3034,6163315
3035,3376590,3035,3369013
3036,3832764,3036,3826188
3037,4041906,3037,4034211
3038,3058965,3038,3051632
3039,3031760,3039,3024740
3040,3694888,3040,3687287
3041,3302194,3041,3295133
3042,3903722,3042,3895973
3043,3556324,3043,3549756
3044,3685917,3044,3678820
3045,4080954,3045,4074296
3046,2773174,3046,2766367
3047,4034654,3047,4026816
3048,3869162,3048,3861204
3049,3420087,3049,3413972
3050,3535236,3050,3528257
3051,4638229,3051,4631796
3052,3047234,3052,3040195
3053,5847840,3053,5839947
3054,4139784,3054,4131399
3055,5028133,3055,5020554
3056,5235451,3056,5228523
3057,7158854,3057,7150614
3058,6126501,3058,6117714
3059,4985713,3059,4977836
3060,4816043,3060,4807029
3061,3837484,3061,3829411
3062,3542179,3062,3535042
3063,4468491,3063,4460945
3064,5124977,3064,5117414
3065,3651173,3065,3642799
3066,6660656,3066,6652392
3067,5448991,3067,5439353
3068,5393789,3068,5386144
3069,4106665,3069,4099426
3070,4115771,3070,4108414
3071,3844105,3071,3836956
3072,3421505,3072,3414429
3073,3284919,3073,3277685
3074,3862020,3074,3855791
3075,3548076,3075,3541289
3076,3950064,3076,3943217
3077,4131547,3077,4124803
3078,4143508,3078,4137168
3079,6314589,3079,6288480
3080,5770375,3080,5761185
3081,5982289,3081,5974239
3082,7912048,3082,7903195
3083,6370501,3083,6357167
3084,4552372,3084,4540502
3085,4109073,3085,4100839
3086,6161659,3086,6152398
3087,4881439,3087,4873198
3088,4052831,3088,4044723
3089,5168937,3089,5160975
3090,4827779,3090,4819769
3091,5682782,3091,5674893
3092,7029850,3092,7020089
3093,7306527,3093,7297871
3094,7738340,3094,7729967
3095,6949777,3095,6914787
3096,6608895,3096,6601008
3097,5566020,3097,5557662
3098,5253256,3098,5245237
3099,5221823,3099,5208637
3100,4539110,3100,4530050
3101,5552288,3101,5543963
3102,7717771,3102,7679692
3103,4894463,3103,4876373
3104,6770648,3104,6761408
3105,5901101,3105,5892801
3106,4728133,3106,4719718
3107,4974791,3107,4967394
3108,3883238,3108,3875125
3109,4567443,3109,4559401
3110,5791523,3110,5784684
3111,4914851,3111,4906170
3112,3445253,3112,3437331
3113,5658247,3113,5650731
3114,3565892,3114,3557624
3115,3578778,3115,3571910
3116,4528460,3116,4519990
3117,4277438,3117,4270487
3118,3563447,3118,3556296
3119,3830066,3119,3821461
3120,3295483,3120,3288036
3121,3442898,3121,3436392
3122,5067384,3122,5060042
3123,3585197,3123,3577543
3124,3281367,3124,3274500
3125,4894245,3125,4886654
3126,4927719,3126,4920236
3127,3795820,3127,3788581
3128,4148613,3128,4141393
3129,3841094,3129,3833698
3130,3968594,3130,3961373
3131,3981313,3131,3974088
3132,3520477,3132,3513258
3133,2691365,3133,2684422
3134,4767259,3134,4759823
3135,4390576,3135,4383440
3136,4102197,3136,4095582
3137,4094597,3137,4082773
3138,3458677,3138,3451397
3139,3736988,3139,3729407
3140,3982379,3140,3973850
3141,3794443,3141,3786964
3142,3842167,3142,3835227
3143,4154182,3143,4146983
3144,3840967,3144,3833100
3145,3216553,3145,3209886
3146,2976604,3146,2969163
3147,5186703,3147,5178129
3148,4437778,3148,4430161
3149,4300973,3149,4293649
3150,4297461,3150,4289943
3151,4068658,3151,4061032
3152,3568229,3152,3561084
3153,4602329,3153,4595555
3154,4985994,3154,4978838
3155,4644868,3155,4637059
3156,4027839,3156,4020107
3157,3162099,3157,3154097
3158,4750907,3158,4743347
3159,5112163,3159,5103809
3160,4424202,3160,4416308
3161,3943217,3161,3935466
3162,3543963,3162,3535761
3163,3800195,3163,3791794
3164,4263833,3164,4256254
3165,4539045,3165,4531881
3166,4165387,3166,4157286
3167,4794298,3167,4787020
3168,3611104,3168,3603660
3169,5191190,3169,5183996
3170,4963766,3170,4956432
3171,4000196,3171,3991644
3172,4787454,3172,4780031
3173,6157315,3173,6149260
3174,4323757,3174,4315914
3175,5687917,3175,5680728
3176,3985855,3176,3977250
3177,4034860,3177,4027494
3178,3417719,3178,3409857
3179,4569158,3179,4561529
3180,3792927,3180,3785712
3181,3734509,3181,3727747
3182,4171523,3182,4161862
3183,4394955,3183,4387472
3184,3841764,3184,3834320
3185,4025652,3185,4017785
3186,2763222,3186,2754934
3187,4520345,3187,4458899
3188,3778308,3188,3770514
3189,3748128,3189,3740332
3190,2789602,3190,2782263
3191,4715032,3191,4706913
3192,3813053,3192,3804814
3193,4565557,3193,4558110
3194,4274351,3194,4265558
3195,4836173,3195,4828442
3196,3829296,3196,3821407
3197,4703717,3197,4695945
3198,3749691,3198,3741664
3199,3906390,3199,3898846
3200,5205086,3200,5197789
3201,4547907,3201,4539910
3202,3970257,3202,3962651
3203,4900734,3203,4893557
3204,3729509,3204,3721076
3205,4610045,3205,4601822
3206,5465671,3206,5457113
3207,3565720,3207,3558178
3208,5221696,3208,5213755
3209,5559903,3209,5550866
3210,6347661,3210,6339765
3211,4487896,3211,4480385
3212,3707734,3212,3700167
3213,4211593,3213,4204282
3214,4906123,3214,4898761
3215,4298019,3215,4290677
3216,5270308,3216,5262160
3217,4306288,3217,4298851
3218,4568626,3218,4561435
3219,5429022,3219,5420482
3220,5604972,3220,5597758
3221,3942685,3221,3935126
3222,3955093,3222,3946917
3223,4562021,3223,4554089
3224,5649121,3224,5642023
3225,4485549,3225,4478039
3226,4480857,3226,4472750
3227,5098394,3227,5090979
3228,4852047,3228,4844493
3229,3813719,3229,3805731
3230,5882261,3230,5869154
3231,3986768,3231,3978920
3232,5026638,3232,5019399
3233,4788342,3233,4775892
3234,7240633,3234,7231822
3235,3678046,3235,3670387
3236,4555307,3236,4548311
3237,3947024,3237,3940224
3238,3672961,3238,3665995
3239,3856405,3239,3848377
3240,3134407,3240,3126800
3241,3183333,3241,3139158
3242,3093296,3242,3086627
3243,3748312,3243,3741538
3244,3684897,3244,3677537
3245,3327931,3245,3321125
3246,3263567,3246,3257114
3247,3199279,3247,3193017
3248,3383202,3248,3376423
3249,4768792,3249,4762000
3250,5306582,3250,5298400
3251,4453561,3251,4446049
3252,3894985,3252,3885620
3253,5367635,3253,5357213
3254,5143159,3254,5135246
3255,5091953,3255,5084419
3256,4735721,3256,4728241
3257,5501154,3257,5493124
3258,6702009,3258,6693032
3259,3635508,3259,3627821
3260,5105745,3260,5096902
3261,4910533,3261,4902853
3262,3852627,3262,3845082
3263,5066318,3263,5055150
3264,3609662,3264,3601853
3265,3865038,3265,3857917
3266,3386761,3266,3378934
3267,4125626,3267,4117804
3268,3600105,3268,3592233
3269,5077426,3269,5069686
3270,3155581,3270,3147533
3271,4845819,3271,4838342
3272,3712113,3272,3704556
3273,4416065,3273,4408573
3274,3665450,3274,3657494
3275,3854465,3275,3846744
3276,3922255,3276,3914603
3277,4238853,3277,4231456
3278,3422376,3278,3413738
3279,3480274,3279,3473292
3280,2878518,3280,2870906
3281,4245065,3281,4237866
3282,3954355,3282,3947237
3283,3816582,3283,3808342
3284,3569551,3284,3562281
3285,3627216,3285,3619602
3286,4576232,3286,4567643
3287,5159253,3287,5151244
3288,5147039,3288,5139557
3289,3605157,3289,3597279
3290,4178125,3290,4171095
3291,3831189,3291,3824549
3292,4352795,3292,4344791
3293,3967461,3293,3960249
3294,3087147,3294,3079875
3295,4763228,3295,4755905
3296,3923101,3296,3916007
3297,3652087,3297,3644857
3298,2705617,3298,2697258
3299,5487590,3299,5480000
3300,4415089,3300,4407680
3301,5953734,3301,5946737
3302,4270743,3302,4262996
3303,3891191,3303,3884656
3304,6007518,3304,6000278
3305,4299355,3305,4291843
3306,3380566,3306,3372840
3307,4596975,3307,4589488
3308,3968945,3308,3962164
3309,4942793,3309,4935728
3310,3095160,3310,3088457
3311,3837746,3311,3830717
3312,3281989,3312,3275133
3313,3588700,3313,3582172
3314,3536058,3314,3529016
3315,5334256,3315,5327066
3316,3633202,3316,3626024
3317,3997894,3317,3991754
3318,5184521,3318,5175686
3319,3717823,3319,3710150
3320,5445978,3320,5437563
3321,4652179,3321,4644802
3322,3631359,3322,3623749
3323,4235438,3323,4228606
3324,3844786,3324,3837410
3325,3876852,3325,3870369
3326,4115311,3326,4108268
3327,4180093,3327,4173955
3328,3911207,3328,3903711
3329,2967857,3329,2961272
3330,3830693,3330,3822937
3331,3420875,3331,3414262
3332,3841764,3332,3834961
3333,3313781,3333,3306764
3334,3672752,3334,3665536
3335,2690722,3335,2685396
3336,4190193,3336,4182598
3337,2655318,3337,2648842
3338,3472081,3338,3466013
3339,3623088,3339,3616188
3340,3392804,3340,3386056
3341,4149451,3341,4142325
3342,4432877,3342,4425404
3343,3254021,3343,3211344
3344,3703010,3344,3696547
3345,3521647,3345,3515011
3346,3810474,3346,3803481
3347,3563043,3347,3555985
3348,3649168,3348,3642300
3349,3400633,3349,3393817
3350,3468653,3350,3460583
3351,3756748,3351,3749920
3352,3755837,3352,3748691
3353,3633437,3353,3626506
3354,5438743,3354,5432111
3355,3383489,3355,3376415
3356,3163748,3356,3155818
3357,3659735,3357,3652833
3358,4401350,3358,4393192
3359,3818045,3359,3810337
3360,3083792,3360,3076723
3361,4377218,3361,4370285
3362,3568768,3362,3561894
3363,3968949,3363,3961187
3364,3005327,3364,2998049
3365,3457938,3365,3451148
3366,3217582,3366,3210785
3367,4260552,3367,4252437
3368,3363154,3368,3356286
3369,3556070,3369,3549511
3370,4167846,3370,4161012
3371,4916918,3371,4910193
3372,4154194,3372,4146084
3373,4144852,3373,4137503
3374,4974101,3374,4966800
3375,3784374,3375,3776358
3376,3132185,3376,3125462
3377,3652883,3377,3645423
3378,4116784,3378,4109195
3379,4242562,3379,4236223
3380,3649181,3380,3641858
3381,4213545,3381,4207102
3382,4222463,3382,4215753
3383,3506613,3383,3499694
3384,3904829,3384,3897736
3385,3489610,3385,3482928
3386,3409242,3386,3401419
3387,3970678,3387,3964113
3388,3941168,3388,3933729
3389,3280464,3389,3272554
3390,5652137,3390,5644876
3391,3078628,3391,3070534
3392,3726825,3392,3719958
3393,3627552,3393,3620215
3394,3734078,3394,3727757
3395,3946292,3395,3939600
3396,3473770,3396,3466994
3397,4137289,3397,4128560
3398,4201888,3398,4194444
3399,3666974,3399,3659976
3400,3402606,3400,3396302
3401,3823407,3401,3816942
3402,3422999,3402,3415166
3403,3656504,3403,3649943
3404,3473907,3404,3467245
3405,3268326,3405,3260903
3406,3775054,3406,3768261
3407,4298953,3407,4291313
3408,3731853,3408,3725082
3409,3759394,3409,3751556
3410,2931025,3410,2924666
3411,4060961,3411,4053375
3412,5020619,3412,5013270
3413,3919265,3413,3911046
3414,4840134,3414,4832224
3415,3636331,3415,3629336
3416,4027286,3416,4020853
3417,3948722,3417,3940814
3418,3194190,3418,3187230
3419,3651212,3419,3644854
3420,3622256,3420,3615386
3421,3592700,3421,3585237
3422,2929935,3422,2922589
3423,4752697,3423,4745957
3424,3318864,3424,3311442
3425,3353933,3425,3346788
3426,4769751,3426,4762494
3427,3214954,3427,3207934
3428,3947525,3428,3941011
3429,3235868,3429,3227959
3430,3403224,3430,3395447
3431,2784933,3431,2777376
3432,4051547,3432,4044563
3433,3943046,3433,3936089
3434,3858983,3434,3852318
3435,3796802,3435,3790083
3436,4520244,3436,4513395
3437,3477441,3437,3469739
3438,3875148,3438,3868120
3439,3523566,3439,3516778
3440,3212402,3440,3205573
3441,2366513,3441,2359233
3442,3849080,3442,3843028
3443,3582472,3443,3539593
3444,4505344,3444,4498099
3445,3352954,3445,3345187
3446,5172840,3446,5164648
3447,5664488,3447,5657179
3448,4303071,3448,4294991
3449,4247587,3449,4240477
3450,3136175,3450,3100713
3451,3301601,3451,3294139
3452,2911120,3452,2904682
3453,3491193,3453,3485344
3454,3659542,3454,3651427
3455,2919492,3455,2912434
3456,3621040,3456,3614851
3457,4065106,3457,4057118
3458,2928694,3458,2920615
3459,5334452,3459,5328209
3460,3881009,3460,3873629
3461,3474754,3461,3467766
3462,3368013,3462,3360518
3463,3555110,3463,3547414
3464,3390475,3464,3382771
3465,3426401,3465,3420046
3466,5220922,3466,5214292
3467,3685139,3467,3678020
3468,4488534,3468,4482080
3469,4142587,3469,4135283
3470,3871021,3470,3863131
3471,4228625,3471,4222108
3472,3184772,3472,3177806
3473,4276273,3473,4269812
3474,3996143,3474,3989796
3475,3914613,3475,3908106
3476,4485416,3476,4478903
3477,3577847,3477,3571342
3478,2603820,3478,2597966
3479,3318100,3479,3312043
3480,3703713,3480,3697864
3481,3105284,3481,3097929
3482,2732012,3482,2726066
3483,5770156,3483,5761514
3484,4413001,3484,4404315
3485,3878763,3485,3870867
3486,3272291,3486,3265562
3487,3870915,3487,3864992
3488,3436106,3488,3429294
3489,5382688,3489,5376018
3490,3505006,3490,3497696
3491,3594435,3491,3587576
3492,4118545,3492,4111704
3493,3935426,3493,3928820
3494,4347518,3494,4340536
3495,3535185,3495,3528080
3496,3342493,3496,3335544
3497,3434878,3497,3428025
3498,3376292,3498,3369559
3499,4208615,3499,4200145
3500,3278499,3500,3271576
3501,4615111,3501,4608424
3502,3872663,3502,3865031
3503,3581781,3503,3574723
3504,3548796,3504,3541433
3505,3097139,3505,3090416
3506,3954607,3506,3947634
3507,3478807,3507,3472154
3508,4049899,3508,4042843
3509,3389756,3509,3382673
3510,3493555,3510,3486502
3511,3428185,3511,3421598
3512,3609160,3512,3602277
3513,3252632,3513,3246213
