Count,Time
0,53149470
1,52962396
2,58528520
3,56913666
4,58431238
5,59384058
6,57460473
7,56375941
8,57280134
9,62713076
10,56017078
11,57487384
12,60979045
13,68466767
14,63995088
15,40264305
16,44750572
17,48536747
18,52293759
19,51326576
20,51797724
21,55188528
22,63680434
23,57093213
24,58034307
25,57799926
26,60618062
27,57662008
28,57226123
29,53457580
30,61020163
31,57311911
32,58054237
33,63012847
34,66684203
35,67562570
36,68904769
37,60679808
38,61474969
39,67384886
40,67045617
41,60140629
42,61914184
43,59844742
44,64882786
45,61294581
46,63295252
47,66781161
48,61315387
49,67309395
50,65263994
51,66994940
52,66656126
53,68556678
54,62713194
55,40251322
56,38764256
57,49228039
58,50241782
59,52401701
60,54430369
61,49217052
62,55979497
63,51718953
64,66717566
65,130556106
66,96530966
67,118796850
68,93693959
69,262527585
70,111276724
71,71377095
72,61753981
73,75377763
74,63080849
75,64598048
76,59680507
77,60409226
78,61508766
79,69134309
80,74578311
81,122362645
82,95884895
83,92248758
84,76673907
85,79517776
86,90559888
87,132995225
88,86514655
89,80976125
90,64476908
91,74030288
92,72376420
93,68240830
94,67592943
95,70015423
96,40784466
97,48988323
98,53443018
99,60956780
100,62152269
101,63907235
102,62244874
103,67641995
104,63381553
105,56606804
106,56035086
107,63556583
108,63423672
109,64222549
110,64882343
111,70607006
112,61247560
113,69681408
114,71742762
115,79043163
116,64900556
117,60409752
118,58946959
119,63543041
120,61726821
121,73776746
122,80147773
123,77527880
124,82312004
125,74154673
126,82298293
127,61731326
128,59142378
129,66344207
130,70981157
131,66815137
132,79100964
133,89715051
134,78413826
135,79520831
136,79525996
137,71166171
138,58979783
139,47551224
140,53068537
141,59274286
142,60751805
143,57729213
144,58416049
145,72175992
146,69447749
147,68607123
148,74189810
149,73213544
150,68007384
151,61364043
152,61972970
153,58060094
154,56315621
155,66107254
156,73401041
157,75497138
158,72188560
159,79645542
160,76146646
161,73448897
162,67446467
163,65256955
164,58449552
165,60557107
166,62282336
167,74733111
168,71809995
169,76113290
170,69585736
171,75578075
172,77018219
173,62471650
174,63177743
175,67967551
176,62025106
177,64743002
178,62938933
179,47346261
180,52996633
181,61512926
182,59800891
183,62631897
184,63507162
185,62638424
186,56715932
187,56686011
188,60958118
189,61957604
190,58692958
191,67694202
192,65443389
193,71762620
194,71657687
195,71819407
196,71812191
197,63401300
198,61319402
199,62227929
200,60619338
201,66738861
202,68290429
203,67799700
204,75986376
205,72971458
206,78567334
207,73942989
208,67255928
209,66084902
210,65018708
211,77163186
212,79889101
213,82874289
214,79451568
215,76103365
216,80210471
217,74948220
218,79931002
219,82734005
220,49609614
221,46674540
222,44164528
223,54574337
224,63278963
225,65447324
226,79841206
227,97003563
228,75885393
229,72212279
230,65319446
231,65688021
232,64975263
233,64485154
234,65642270
235,73458681
236,66268629
237,72895825
238,69678074
239,67066227
240,65817021
241,64138394
242,90255472
243,77055743
244,74293955
245,57795603
246,58764348
247,59204776
248,67680653
249,60924519
250,52192849
251,66957943
252,64066041
253,64400824
254,59044010
255,61212160
256,61206425
257,64916408
258,63445479
259,62205743
260,58927777
261,41560568
262,43300200
263,43408569
264,46821235
265,52472427
266,59636054
267,59021328
268,55985385
269,59817574
270,55634796
271,53413661
272,56885959
273,54578057
274,57524620
275,55711322
276,58329707
277,60844767
278,58989765
279,63262264
280,60817829
281,63561088
282,67232454
283,60253961
284,57737964
285,60070961
286,63953176
287,62584031
288,61148766
289,60044469
290,59744108
291,58175385
292,65254180
293,59854165
294,66131557
295,63403039
296,67926021
297,60997161
298,65985333
299,74597850
300,72625026
301,65359135
302,49912832
303,46084226
304,48430302
305,54688662
306,52905009
307,54475229
308,52825925
309,58215533
310,53113779
311,57169032
312,54079766
313,62104577
314,59948141
315,60967466
316,62716771
317,67656412
318,59204086
319,60641269
320,63362922
321,63920926
322,65438223
323,61520246
