Count,Time
0,10257682
1,9255832
2,10204250
3,10264493
4,10756827
5,10856678
6,9774021
7,10943522
8,8868832
9,12408331
10,10667900
11,8431210
12,8742827
13,8565464
14,7970473
15,9035031
16,10203314
17,7831328
18,8534902
19,8766035
20,8296533
21,8890434
22,6623797
23,8166245
24,7317378
25,7971903
26,8189190
27,7742820
28,8173180
29,8744554
30,9259464
31,8247862
32,7921353
33,8521703
34,10502297
35,9643774
36,9702198
37,9256332
38,10436065
39,7560679
40,8632857
41,8885707
42,10667163
43,8931481
44,8397784
45,8603951
46,9079201
47,11091976
48,10229963
49,11438527
50,10100807
51,11829249
52,13123644
53,10915015
54,10149676
55,10710342
56,9633315
57,10066513
58,9743338
59,9775070
60,9839386
61,12246988
62,10484258
63,10672439
64,9948618
65,10236980
66,11692806
67,10527283
68,11035857
69,11692421
70,9524038
71,11717371
72,10891758
73,10793657
74,10766270
75,11574503
76,11877287
77,9739078
78,11434067
79,10592330
80,11638328
81,10467543
82,10098956
83,10643325
84,9673232
85,10535058
86,11127045
87,10632849
88,8980271
89,8709639
90,9557053
91,8377116
92,7315423
93,8054691
94,8440979
95,8401075
96,8985307
97,8139719
98,7290583
99,8413931
100,8657920
101,9866178
102,9060086
103,9561289
104,8348728
105,8251664
106,8947785
107,9635704
108,9077620
109,7896094
110,7684775
111,9297600
112,8456540
113,9569764
114,8584129
115,8215351
116,9582204
117,9923808
118,9396101
119,8715195
120,7809968
121,7886397
122,10553153
123,9793587
124,10346207
125,9752540
126,10875558
127,11647565
128,11298768
129,11975323
130,12182460
131,10393615
132,10597667
133,10312550
134,10994988
135,11163026
136,10337489
137,10872536
138,11662544
139,11192854
140,12243072
141,10907935
142,12602724
143,10266435
144,11393300
145,10970259
146,10316188
147,11226557
148,10972587
149,11408626
150,12509934
151,11478405
152,12187246
153,12126225
154,10733142
155,11879788
156,10815191
157,10377566
158,10753166
159,10965762
160,10272181
161,11693853
162,11156800
163,8806054
164,8644104
165,7761714
166,7738680
167,7671803
168,8751730
169,8055138
170,18910807
171,5271366
172,4419702
173,4527400
174,5258467
175,5084896
176,4900978
177,6788059
178,5756554
179,5803092
180,6176799
181,6716147
182,5808807
183,6393946
184,6582453
185,6394745
186,6446231
187,5362397
188,6351341
189,5616414
190,5882518
191,6526849
192,6276967
193,6093413
194,6454369
195,6722359
196,6047592
197,7365688
198,6999930
199,7554154
200,7083802
201,6585566
202,6969447
203,7891992
204,6684776
205,8142045
206,7384398
207,5935017
208,8376190
209,8113225
210,9128604
211,8148568
212,9693007
213,8501524
214,9716242
215,9641212
216,8347397
217,9859772
218,8947780
219,9243348
220,9558221
221,8939371
222,8669314
223,8074744
224,9278032
225,8929091
226,8726618
227,8991337
228,9231207
229,9167867
230,9384431
231,9656645
232,9182850
233,9354954
234,9972424
235,9869350
236,8785179
237,9031817
238,9138672
239,9129223
240,8731602
241,9548944
242,10389513
243,10267766
244,9870101
245,9849410
246,8965266
247,10184834
248,9602824
249,9134340
250,9380535
251,9046751
252,9819538
253,8914786
254,9949663
255,9499165
256,8893962
257,7902524
258,8369454
259,7081536
260,8310093
261,7373672
262,8414969
263,7675420
264,7496575
265,7486589
266,7412980
267,7354941
268,7230049
269,9066315
270,7344488
271,8392357
272,6814670
273,8606861
274,6998652
275,8677643
276,7659517
277,7685986
278,7546552
279,7972938
280,7277561
281,6982540
282,9775835
283,8770572
284,6902418
285,7684804
286,7313367
287,7948523
288,8180811
289,7592072
290,8735686
291,8289839
292,8689980
293,9247375
294,9175490
295,9623187
296,9450451
297,9594187
298,8338810
