Count,Time
0,17316799
1,17091198
2,18674301
3,19734229
4,17930764
5,17698332
6,20424776
7,18301616
8,21550718
9,20680466
10,22648885
11,21836583
12,24701998
13,21959801
14,20854494
15,24705593
16,18925801
17,20993716
18,16975197
19,21234793
20,23935382
21,23925653
22,20613154
23,21297158
24,21607309
25,26449282
26,25862394
27,35267614
28,14155817
29,15596647
30,17315720
31,14240133
32,14530566
33,14498140
34,14276730
35,14685409
36,14119821
37,14795305
38,14995685
39,14336070
40,17844544
41,16238612
42,15284694
43,17143584
44,14332468
45,18504773
46,17667240
47,16582325
48,19318359
49,17350500
50,17508342
51,18189474
52,18054554
53,18169096
54,19631380
55,21707578
56,22338846
57,22346395
58,21924141
59,23735808
60,22325189
61,22949397
62,22380329
63,24353489
64,21533605
65,21658015
66,18342672
67,20386641
68,20394627
69,18228012
70,19737822
71,18222037
72,18851334
73,22030057
74,20972150
75,18602315
76,19380080
77,20548039
78,21061087
79,19460058
80,20788699
81,20182895
82,20052317
83,22243189
84,21791201
85,24393917
86,20190801
87,24411624
88,22400632
89,20135981
90,23071050
91,24818176
92,22871798
93,26255203
94,21489726
95,20979561
96,23248147
97,19540562
98,24590143
99,19710392
100,23470009
101,20062841
102,23863632
103,22165626
104,19874813
105,18746183
106,19861017
107,20097453
108,20278378
109,22633135
110,18821234
111,18548570
112,19244974
113,20132518
114,22248705
115,21177152
116,19226139
117,20811104
118,21213779
119,20007494
120,20896523
121,21647938
122,20643833
123,17258263
124,20349732
125,20572223
126,19072076
127,18573483
128,20703555
129,21655277
130,20090807
131,20318257
132,19166245
133,20965299
134,20616375
135,21699411
136,19004108
137,21806739
138,21477053
139,30859200
140,22153107
141,22369302
142,22994376
143,20397254
144,23139747
145,25682354
146,22458270
147,21849397
148,21158242
149,18654267
150,20931834
151,20661202
152,21361161
153,28144054
154,11218093
155,11526550
156,10677280
157,11514290
158,12750940
159,14186382
160,14330053
161,14008474
162,12478010
163,11849969
164,12618806
165,14405226
166,15329395
167,13310893
168,15720864
169,14883424
170,17154303
171,14143474
172,14468744
173,14636034
174,15611201
175,15104951
176,15474626
177,15083106
178,16834152
179,16319271
180,15727358
181,14931087
182,16302623
183,19898947
184,19115598
185,17266788
186,15415908
187,15914478
188,15832394
189,17158918
190,14741609
191,14729991
192,16448719
193,17785025
194,15777705
195,17099899
196,15325109
197,14782787
198,17275944
199,16640527
200,16392047
201,17194396
202,17458899
203,17489213
204,15807965
205,15669228
206,19397140
207,21777914
208,21168118
209,20148783
210,19835950
211,18898225
212,19960614
213,18527486
214,17211991
215,18171188
216,16810511
217,15896716
218,17077567
219,16446514
220,16549516
221,18634427
222,18953553
223,17095832
224,15980045
225,17014012
226,15639703
227,17210417
228,17682173
229,17618496
230,20084063
231,16553199
232,16932844
233,17080523
234,16310753
235,16598135
236,18833283
237,16953452
238,18899209
239,16665834
240,17160226
241,18303651
242,18147083
243,17466711
244,18965082
245,15729585
246,17246026
247,16987816
248,18032911
249,16395944
250,18909034
251,17235294
252,18769007
253,15883442
254,16801992
255,17728364
256,18508903
257,18645291
258,20992652
259,19976019
260,17428007
261,18957216
262,17579724
263,17579100
264,17809347
265,15911004
266,19238151
267,18432216
268,16445105
269,16457228
270,18678388
271,19345793
272,20833781
273,20721877
274,20513816
275,21145953
276,19634837
277,19411283
278,19787492
279,20097030
280,18421972
281,16826595
282,16487653
283,17452933
284,21411685
285,14978044
286,13785735
287,12895582
288,11660875
289,14952003
290,12975259
291,13291262
292,13895063
293,15236624
294,15441838
295,14299438
296,15392874
297,15614873
298,13982201
299,15219101
300,15385941
301,15808281
302,14476468
303,16424379
304,17188066
305,18224536
306,18656968
307,18710021
308,18645072
309,19902826
310,21691444
311,20030305
312,20002320
313,18598047
314,20032583
315,20380211
316,18449335
317,18386015
318,17091526
319,16805331
320,14732507
321,17225544
322,17929751
323,16483328
324,18505202
325,16696135
326,16308798
327,18377539
328,16812665
329,17385029
330,15981988
331,17407515
332,17859253
333,17550803
334,16343196
335,15453154
336,15733798
337,15291782
338,14992403
339,16265298
340,19066170
341,16445746
342,13935561
343,16777741
344,19756844
345,19179397
