Count,Time
0,1121730
1,1314525
2,1387298
3,1265391
4,1877350
5,1131246
6,1063253
7,1191924
8,1154620
9,1706681
10,1580479
11,1492010
12,1422754
13,1525653
14,1481421
15,1597747
16,1356408
17,1581875
18,1459807
19,1436367
20,1419835
21,1425866
22,1436271
23,1484569
24,1384709
25,1407894
26,1396997
27,1403422
28,1481383
29,1257714
30,1331903
31,1307190
32,1447457
33,1506412
34,1527204
35,1488746
36,1295554
37,1444069
38,1306134
39,1366191
40,1525130
41,1342718
42,1238819
43,1163973
44,1258157
45,1187747
46,1007383
47,957084
48,1011537
49,1289561
50,1185939
51,951349
52,931165
53,993343
54,1279967
55,1270378
56,1491466
57,995115
58,1072783
59,1353475
60,1395300
61,1137101
62,999666
63,1007242
64,973977
65,966281
66,1015848
67,1214759
68,1054611
69,977501
70,944909
71,966085
72,873695
73,1019752
74,1313408
75,974371
76,1629995
77,1515309
78,1075320
79,1081831
80,1268528
81,1311508
82,1120768
83,945736
84,925835
85,1125032
86,900779
87,1079670
88,830411
89,789294
90,810433
91,878447
92,874321
93,882832
94,1754497
95,1132142
96,839248
97,810227
98,819477
99,781641
100,897847
101,848828
102,1059431
103,948168
104,1086701
105,1005827
106,898924
107,864493
108,836962
109,807748
110,938074
111,985400
112,1067284
113,946841
114,866977
115,817854
116,857593
117,1260786
118,934151
119,986225
120,855187
121,925958
122,855524
123,934901
124,1023560
125,1446501
126,955343
127,985150
128,909678
129,958455
130,875432
131,876484
132,924405
133,953615
134,1197640
135,1308218
136,991806
137,1012509
138,1080718
139,1433792
140,1306260
141,1304953
142,1111359
143,1152859
144,1303797
145,1220504
146,940327
147,937984
148,923035
149,866947
150,947332
151,955393
152,671050
153,1225841
154,1305635
155,990544
156,958843
157,977996
158,1029549
159,930460
160,954785
161,957947
162,957928
163,1325726
164,1149152
165,1059951
166,996912
167,1181852
168,1277252
169,973124
170,961584
171,1074011
172,1190249
173,1411140
174,1059768
175,940203
176,941184
177,1125389
178,920110
179,998222
180,960567
181,1188780
182,1379931
183,1119092
184,1036532
185,1076281
186,1147015
187,1365680
188,1550010
189,1433142
190,1455735
191,1252979
192,1362953
193,1134462
194,1194064
195,1141845
196,1120428
197,1349024
198,1455153
199,671708
200,1036939
201,963675
202,984714
203,1006358
204,1129194
205,1152443
206,2295411
207,1385181
208,1267531
209,1534286
210,1463905
211,1703256
212,1393512
213,2029493
214,1531560
215,1100987
216,1086367
217,1430642
218,1469526
219,1480296
220,1899061
221,1462957
222,1510518
223,1168526
224,1388168
225,1503849
226,1159676
227,1952918
228,1217583
229,1550315
230,1574487
231,1453885
232,917086
233,1517719
234,1831793
235,1544702
236,1478434
237,12855130
238,996931
239,873473
240,847519
241,883314
242,1124234
243,927557
244,1036020
245,943056
246,906461
247,839853
248,887649
249,903806
250,899808
251,1021160
252,1054244
253,959962
254,902832
255,902233
256,1013117
257,808906
258,733539
259,786074
260,979661
261,1309052
262,1189557
263,959941
264,894669
265,960837
266,1033070
267,953094
268,1074110
269,919218
270,1046271
271,1263274
272,1032926
273,1066945
274,1171662
275,983039
276,992957
277,1002393
278,1053536
279,1183909
280,985343
281,1589021
282,892810
283,746762
284,727348
285,939347
286,884248
287,657003
288,1053303
289,1787408
290,1246704
291,1297741
292,1003891
293,1045029
294,949509
295,1400792
296,887438
297,835294
298,1133595
299,1061844
300,1047520
301,941076
302,839141
303,986270
304,1036806
305,1030554
306,931017
307,938947
308,1426844
309,1068737
310,1075332
311,1143802
312,1041710
313,1019638
314,1111788
315,865243
